idrbd,nom_rbd,cod_reg_rbd,cod_pro_rbd,cod_com_rbd,nom_com_rbd,cod_deprov_rbd,nom_deprov_rbd,rural_rbd,efectivr,superar,iniciar,mejorar,integrar,igualdr,cluster,indicer,sel2016_25,sel2016_35,sel
1,LICEO POLITECNICO ARICA,15,151,15101,ARICA,151,ARICA,1,41.494973,51.521082,87.836364,92.345679,76.083333,92.95315600000001,1532,61.149999,2,2,3
2,PARVULARIO LAS ESPIGUITAS,15,151,15101,ARICA,151,ARICA,1,56.500516,49.402534,91.75454499999999,92.59259299999999,70.7,96.895561,1512,66.94704900000001,2,2,3
3,ESC. PEDRO VICENTE GUTIERREZ TORRES,15,151,15101,ARICA,151,ARICA,2,47.259024,49.135619,0,92.59259299999999,0,95.273599,1521,54.055856,2,2,3
4,LICEO OCTAVIO PALMA PEREZ,15,151,15101,ARICA,151,ARICA,1,67.42762500000001,44.229581,100,92.59259299999999,96.666667,97.728461,1532,71.51795,2,2,3
5,JOVINA NARANJO FERNANDEZ,15,151,15101,ARICA,151,ARICA,1,70.269825,53.751541,93.25,74.074074,62.5,96.676192,1532,72.520511,2,1,2
7,L. POLI. ANTONIO VARAS DE LA BARRA,15,151,15101,ARICA,151,ARICA,1,42.548592,45.773217,89.663636,92.59259299999999,67.583333,94.23423800000001,1532,59.901849,2,2,3
8,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,15,151,15101,ARICA,151,ARICA,1,47.023082,40.716694,0,81.481481,0,93.130816,1532,50.917624,2,2,3
9,ESCUELA REPUBLICA DE ISRAEL,15,151,15101,ARICA,151,ARICA,1,61.990397,43.914076,98.09999999999999,92.59259299999999,100,97.788783,1511,69.483772,2,1,2
10,ESCUELA REPUBLICA DE FRANCIA,15,151,15101,ARICA,151,ARICA,1,47.11606,40.798356,0,81.481481,0,95.714321,1512,51.543262,2,2,3
11,ESC. GRAL. PEDRO LAGOS MARCHANT,15,151,15101,ARICA,151,ARICA,1,64.64628399999999,64.13479700000001,93.7,91.64292500000001,93.5,96.149514,1512,75.15962,1,2,1
12,ESCUELA GRAL JOSE MIGUEL CARRERA,15,151,15101,ARICA,151,ARICA,1,67.81993799999999,49.540262,100,92.433294,87.5,97.090678,1512,72.548265,1,2,1
13,ESCUELA MANUEL RODRIGUEZ ERDOYZA,15,151,15101,ARICA,151,ARICA,1,53.640304,54.03628,85.34999999999999,81.481481,74.5,97.479494,1512,66.898189,2,2,3
14,ESCUELA ROMULO J. PENA MATURANA,15,151,15101,ARICA,151,ARICA,1,51.445899,50.874594,92.05,100,73.5,95.483255,1512,65.484185,2,2,3
15,LICEO ARTISTICO DR. JUAN NOE CREVANI,15,151,15101,ARICA,151,ARICA,1,43.875739,42.914765,95.7,74.074074,82.5,92.862855,1532,60.028467,2,2,3
16,ESCUELA REGIMIENTO RANCAGUA,15,151,15101,ARICA,151,ARICA,1,49.703102,51.134376,92.25,100,70,94.585382,1512,64.551557,2,2,3
17,ESCUELA SUBTTE. LUIS CRUZ MARTINEZ,15,151,15101,ARICA,151,ARICA,1,58.190534,47.436163,97.84999999999999,100,73.5,96.813844,1512,67.657669,2,2,3
18,ESC. COMTE. JUAN JOSE SAN MARTIN,15,151,15101,ARICA,151,ARICA,1,50.655445,46.184752,0,92.59259299999999,0,96.416405,1512,54.737706,2,2,3
19,ESC. HUMBERTO VALENZUELA GARCIA,15,151,15101,ARICA,151,ARICA,1,57.749445,52.703272,96.7,74.074074,82.666667,97.331441,1512,68.953943,2,1,2
20,ESCUELA TUCAPEL,15,151,15101,ARICA,151,ARICA,1,59.551259,51.509122,83.48,100,60.833333,96.549437,1512,67.747863,2,2,3
22,ESCUELA GABRIELA MISTRAL,15,151,15101,ARICA,151,ARICA,1,55.132544,53.882701,92.84999999999999,99.925178,54.833333,96.624011,1512,67.05465,2,2,3
25,ESCUELA CENTENARIO,15,151,15101,ARICA,151,ARICA,1,51.119221,32.049861,0,99.46323099999999,0,95.457886,1532,50.878073,2,2,3
26,ESCUELA REPUBLICA DE ARGENTINA,15,151,15101,ARICA,151,ARICA,1,64.00381299999999,64.846863,92.12000000000001,92.59259299999999,76.166667,96.222737,1512,74.19492,1,2,1
27,ESCUELA ESMERALDA,15,151,15101,ARICA,151,ARICA,1,48.228418,49.886358,0,92.59259299999999,0,95.821057,1512,54.745179,2,2,3
28,ESCUELA RICARDO SILVA ARRIAGADA,15,151,15101,ARICA,151,ARICA,1,70.036822,44.875256,100,100,96.166667,97.575442,1512,72.753626,1,2,1
29,ESCUELA AMERICA,15,151,15101,ARICA,151,ARICA,1,53.198215,49.070104,97,92.48523900000001,72.916667,95.669473,1512,65.785791,2,2,3
30,ESCUELA DR. RICARDO OLEA GUERRA,15,151,15101,ARICA,151,ARICA,1,,,85.5,92.59259299999999,91.25,98.09200300000001,1551,94.641693,2,1,2
31,ESCUELA DARIO SALAS DIAZ,15,151,15101,ARICA,151,ARICA,2,64.58371099999999,51.178201,94.65000000000001,92.59259299999999,81,97.527266,1521,71.26272,1,2,1
32,LICEO AGRICOLA JOSE ABELARDO NUNEZ M.,15,151,15101,ARICA,151,ARICA,2,53.144139,45.063659,94.454545,92.59259299999999,83.5,96.029763,1541,65.101828,1,2,1
33,ESCUELA CARLOS CONDELL DE LA HAZA,15,151,15101,ARICA,151,ARICA,2,62.021412,60.171839,91.63,92.59259299999999,56.583333,97.36361599999999,1521,71.394852,1,2,1
35,ESCUELA GRAL. MANUEL BAQUEDANO,15,151,15101,ARICA,151,ARICA,2,57.873802,49.167961,68.11111099999999,92.59259299999999,56.3,96.18620199999999,1521,65.094819,2,2,3
36,ESCUELA IGNACIO CARRERA PINTO,15,151,15101,ARICA,151,ARICA,1,52.573779,41.40751,96.55,92.59259299999999,90,97.975658,1512,64.745898,2,2,3
38,ESCUELA ESPAÃA,15,151,15101,ARICA,151,ARICA,2,58.422591,36.963201,95.87000000000001,92.59259299999999,95.166667,97.861875,1521,65.858053,2,2,3
39,ESCUELA PAMPA ALGODONAL,15,151,15101,ARICA,151,ARICA,2,39.78025,49.161152,0,92.59259299999999,0,94.37642099999999,1521,51.09848,2,2,3
41,ESCUELA VALLE DE CHACA,15,151,15101,ARICA,151,ARICA,2,68.987979,49.161152,67.86666700000001,92.59259299999999,68,96.966859,1521,69.947236,2,1,2
42,ESCUELA MOLINOS LLUTA,15,151,15101,ARICA,151,ARICA,2,34.349608,49.125398,69.95,100,55.4,95.660867,1521,56.476857,2,2,3
43,JARDIN INFANTIL CEPILLIN,15,151,15101,ARICA,151,ARICA,1,56.500516,49.402534,0,92.59259299999999,0,95.520927,1512,57.604356,2,2,3
45,COLEGIO ITALIANO SANTA ANA,15,151,15101,ARICA,151,ARICA,1,67.194647,51.289125,75.67,92.59259299999999,57,96.449557,1531,69.683928,2,2,3
46,JARDIN INFANTIL SAN ANDRES,15,151,15101,ARICA,151,ARICA,1,56.500516,49.402534,75.336364,92.59259299999999,90.7,95.520927,1512,66.659538,2,2,3
49,JARDIN INFANTIL PADRE LUIS GALLARDO,15,151,15101,ARICA,151,ARICA,1,56.500516,49.402534,0,92.59259299999999,0,93.246619,1512,57.104008,2,2,3
50,COLEGIO ADVENTISTA DE ARICA,15,151,15101,ARICA,151,ARICA,1,75.669907,47.344209,99.15000000000001,92.59259299999999,89,97.80959300000001,1532,75.023207,1,2,1
51,ESCUELA PARTICULAR REPÃBLICA DEL ECUADOR,15,151,15101,ARICA,151,ARICA,1,36.518823,49.402534,0,74.074074,0,94.161897,1512,49.541773,2,2,3
52,LICEO DOMINGO SANTA MARIA,15,151,15101,ARICA,151,ARICA,1,75.65526300000001,43.439839,99.227273,92.59259299999999,99.333333,96.107798,1532,74.071472,1,2,1
55,JARDIN INFANTIL MONTESSORI GARDEN,15,151,15101,ARICA,151,ARICA,1,56.500516,49.402534,96.118182,92.59259299999999,98.2,97.049189,1512,68.617665,2,1,2
56,COLEGIO SAN MARCOS DE ARICA,15,151,15101,ARICA,151,ARICA,1,78.54878100000001,49.377507,89.25,81.481481,69,96.16471300000001,1531,74.47961700000001,2,1,2
58,JARDIN INFANTIL PETETE J.M. BORGOÃO,15,151,15101,ARICA,151,ARICA,1,56.500516,49.402534,0,100,0,95.520927,1512,57.752504,2,2,3
60,COLEGIO ALEMAN DE ARICA,15,151,15101,ARICA,151,ARICA,1,65.462555,42.84663,83.09999999999999,92.011619,52.75,96.52821,1531,66.91814100000001,2,2,3
66,JARDIN INFANTIL PLUTO,15,151,15101,ARICA,151,ARICA,1,56.500516,49.402534,0,74.074074,0,95.520927,1512,57.233986,2,2,3
67,ABRAHAM LINCOLN SCHOOL,15,151,15101,ARICA,151,ARICA,1,74.25182599999999,46.032779,77.73,100,51.083333,97.27543900000001,1531,70.98091700000001,2,2,3
70,ESCUELA VALLE DE ESQUINA,15,151,15102,CAMARONES,151,ARICA,2,47.259024,49.135619,0,92.59259299999999,0,97.84908299999999,1521,54.622462,2,2,3
72,LICEO VALLE DE CODPA,15,151,15102,CAMARONES,151,ARICA,2,43.516118,49.009915,0,92.59259299999999,0,91.67641399999999,1541,51.844403,2,2,3
73,ESCUELA VALLE DE COBIJA,15,151,15102,CAMARONES,151,ARICA,2,53.13369,49.125398,0,92.59259299999999,0,97.84908299999999,1521,56.793227,2,2,3
74,ESCUELA VALLE DE CAMARONES,15,151,15102,CAMARONES,151,ARICA,2,47.259024,49.135619,0,92.59259299999999,0,94.399739,1521,53.863607,2,2,3
75,ESCUELA VALLE DE GUANACAGUA,15,151,15102,CAMARONES,151,ARICA,2,47.259024,49.135619,0,92.59259299999999,0,92.889242,1521,53.531297,2,2,3
76,ESCUELA VALLE DE CUYA,15,151,15102,CAMARONES,151,ARICA,2,47.259024,49.135619,61.422222,92.59259299999999,62.25,93.11400399999999,1521,60.378578,2,2,3
78,LICEO GRANADEROS,15,152,15201,PUTRE,151,ARICA,2,53.140512,52.390255,0,74.074074,0,93.928876,1541,56.477095,2,2,3
79,ESCUELA EL MARQUEZ,15,152,15201,PUTRE,151,ARICA,2,52.180805,48.101587,0,100,0,96.45136599999999,1521,55.994643,2,2,3
81,ESCUELA PAYACHATAS,15,152,15201,PUTRE,151,ARICA,2,36.171539,49.161152,0,100,0,97.84908299999999,1521,50.67539,2,2,3
82,ESCUELA SAN FRANCISCO DE ASIS,15,152,15201,PUTRE,151,ARICA,2,53.13369,49.125398,70.744444,100,59.25,92.291117,1521,62.925789,2,2,3
83,ESCUELA COTA COTANI,15,152,15201,PUTRE,151,ARICA,2,62.911217,49.135619,0,100,0,97.84908299999999,1521,60.561922,2,2,3
84,ESCUELA LOS ALAMOS,15,152,15201,PUTRE,151,ARICA,2,47.259024,49.135619,38.966667,100,33.6,97.84908299999999,1521,58.788611,2,2,3
86,ESCUELA SAN SANTIAGO DE BELEN,15,152,15201,PUTRE,151,ARICA,2,58.014213,49.161152,0,100,0,96.919113,1521,58.552586,2,2,3
87,ESCUELA ANCOLACANE,15,152,15202,GENERAL LAGOS,151,ARICA,2,47.259024,49.135619,0,74.074074,0,92.269261,1521,53.024531,2,2,3
88,ESCUELA ALCERRECA,15,152,15202,GENERAL LAGOS,151,ARICA,2,47.259024,49.135619,0,92.59259299999999,0,91.590853,1521,53.245652,2,2,3
89,ESCUELA HUMAPALCA,15,152,15202,GENERAL LAGOS,151,ARICA,2,47.259024,49.135619,0,92.59259299999999,0,88.177392,1521,52.49469,2,2,3
90,ESCUELA INTERNADO VISVIRI,15,152,15202,GENERAL LAGOS,151,ARICA,2,41.275621,48.975704,0,100,0,94.419029,1521,51.757363,2,2,3
91,ESCUELA COSAPILLA,15,152,15202,GENERAL LAGOS,151,ARICA,2,22.991496,49.161152,0,92.59259299999999,0,94.10569200000001,1521,44.82708,2,2,3
92,ESCUELA CHISLLUMA,15,152,15202,GENERAL LAGOS,151,ARICA,2,42.892717,49.161152,0,92.59259299999999,0,97.84908299999999,1521,53.014078,2,2,3
93,ESCUELA CHUJLLUTA,15,152,15202,GENERAL LAGOS,151,ARICA,2,12.40067,49.161152,0,92.59259299999999,0,89.920607,1521,39.987756,2,2,3
94,ESCUELA GUACOYO,15,152,15202,GENERAL LAGOS,151,ARICA,2,64.44994300000001,49.161152,0,92.59259299999999,0,89.815252,1521,59.222809,2,2,3
95,ESCUELA COLPITAS,15,152,15202,GENERAL LAGOS,151,ARICA,2,47.259024,49.135619,0,92.59259299999999,0,97.84908299999999,1521,54.622462,2,2,3
97,INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY,1,11,1101,IQUIQUE,11,IQUIQUE,1,49.974329,49.029157,84.68181800000001,92.59259299999999,57.666667,91.524766,132,62.170209,2,2,3
102,ESC.EDUC.ESPECIAL FLOR DEL INCA,1,11,1101,IQUIQUE,11,IQUIQUE,1,,,97,92.59259299999999,97.5,98.09200300000001,151,97.505979,1,2,1
103,ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA,1,11,1101,IQUIQUE,11,IQUIQUE,1,47.818693,47.374782,0,81.481481,0,96.008948,132,53.709454,2,2,3
105,CENTRO DE CAPACITACION LABORAL,1,11,1101,IQUIQUE,11,IQUIQUE,1,,,100,100,100,98.09200300000001,151,98.80068799999999,1,2,1
106,INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL,1,11,1101,IQUIQUE,11,IQUIQUE,1,52.072257,53.790053,81.618182,92.402659,67.833333,92.103165,132,64.727457,2,2,3
107,LICEO LIBERT. GRAL.BERNARDO OÂ´HIGGINS,1,11,1101,IQUIQUE,11,IQUIQUE,1,53.773238,28.522297,79.93000000000001,92.438272,42.416667,94.49075000000001,132,57.435705,2,2,3
108,LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN,1,11,1101,IQUIQUE,11,IQUIQUE,1,38.095751,46.09406,0,92.59259299999999,0,90.356968,132,48.732149,2,2,3
109,LICEO ELENA DUVAUCHELLE CABEZON,1,11,1101,IQUIQUE,11,IQUIQUE,1,42.320347,42.658853,67.790909,100,31.75,90.49871400000001,132,55.167679,2,2,3
110,LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.,1,11,1101,IQUIQUE,11,IQUIQUE,1,64.8336,44.916414,70.49,92.59259299999999,39.416667,96.392974,132,65.823568,2,1,2
111,ESCUELA GABRIELA MISTRAL,1,11,1101,IQUIQUE,11,IQUIQUE,1,56.039708,50.114357,90.24,73.85936700000001,91.666667,96.54021899999999,112,67.480481,1,2,1
112,ESCUELA EDUARDO LLANOS,1,11,1101,IQUIQUE,11,IQUIQUE,1,55.050948,49.334826,96.03,92.08610299999999,96.666667,95.796525,112,67.694693,1,2,1
113,ESCUELA ALMIRANTE PATRICIO LYNCH,1,11,1101,IQUIQUE,11,IQUIQUE,1,48.781771,46.817073,76.91,100,22,95.020118,112,59.777062,2,2,3
114,ESCUELA PLACIDO VILLARROEL,1,11,1101,IQUIQUE,11,IQUIQUE,1,53.031502,50.163415,81.7,74.074074,71.166667,95.637559,112,64.64949,2,1,2
116,COLEGIO REPUBLICA DE CROACIA,1,11,1101,IQUIQUE,11,IQUIQUE,1,49.772372,47.193655,79.09999999999999,92.59259299999999,43.75,95.75699400000001,112,61.481891,2,2,3
117,ESCUELA PAULA JARAQUEMADA ALQUIZAR,1,11,1101,IQUIQUE,11,IQUIQUE,1,53.332656,47.135834,100,100,95.5,96.472127,112,66.92998400000001,2,1,2
119,ESCUELA CENTENARIO,1,11,1101,IQUIQUE,11,IQUIQUE,1,46.776628,49.171125,74.54000000000001,92.59259299999999,38.666667,95.18732300000001,112,60.274064,2,2,3
122,ESCUELA THILDA PORTILLO OLIVARES,1,11,1101,IQUIQUE,11,IQUIQUE,1,60.529449,52.717615,82.98,100,61.166667,96.04143999999999,112,68.32307900000001,1,2,1
123,COLEGIO ESPANA,1,11,1101,IQUIQUE,11,IQUIQUE,1,48.337692,45.347987,98.8,91.84437,83.333333,96.11193,112,63.658561,2,2,3
124,LICEO LUIS CRUZ MARTINEZ,1,11,1101,IQUIQUE,11,IQUIQUE,1,45.99446,43.154113,89.790909,92.345679,57.833333,94.455823,132,60.007418,2,2,3
125,ESCUELA PROFESOR MANUEL CASTRO RAMOS,1,11,1101,IQUIQUE,11,IQUIQUE,1,54.242274,35.375767,94.63,99.92035,92.25,95.105518,132,63.186777,2,2,3
126,COLEGIO REPUBLICA DE ITALIA,1,11,1101,IQUIQUE,11,IQUIQUE,1,42.645319,44.696683,88.75,92.59259299999999,69.833333,95.61850200000001,112,59.998428,2,2,3
127,LICEO MARIA AUXILIADORA,1,11,1101,IQUIQUE,11,IQUIQUE,1,78.15565700000001,44.18681,80.05,92.59259299999999,95,97.240788,131,74.08772500000001,1,2,1
129,LICEO SUPERIOR GABRIELA MISTRAL,1,11,1101,IQUIQUE,11,IQUIQUE,1,54.167767,62.832195,0,92.59259299999999,0,90.91608700000001,132,59.488479,2,2,3
130,COLEGIO NORTH COLLEGE,1,11,1101,IQUIQUE,11,IQUIQUE,1,68.456735,45.541038,35.98,92.59259299999999,41.5,96.67102,131,65.433759,2,2,3
131,LICEO PARTICULAR MIXTO ESCASCE,1,11,1101,IQUIQUE,11,IQUIQUE,1,54.834715,43.227741,0,92.59259299999999,0,95.46826,132,55.247481,2,2,3
132,LICEO ACADEMIA IQUIQUE,1,11,1101,IQUIQUE,11,IQUIQUE,1,82.044782,46.80966,73.68000000000001,100,52.833333,97.100709,131,73.887897,1,2,1
133,COLEGIO ADVENTISTA DE IQUIQUE,1,11,1101,IQUIQUE,11,IQUIQUE,1,63.668542,55.340526,88.5,92.59259299999999,57.833333,96.42955000000001,132,70.32072700000001,1,2,1
134,LICEO ATENEA,1,11,1101,IQUIQUE,11,IQUIQUE,1,48.60599,39.790423,0,92.302106,0,92.90317500000001,132,51.410276,2,2,3
139,JARDIN INFANTIL CONEJITO,1,11,1101,IQUIQUE,11,IQUIQUE,1,63.552564,45.632097,0,92.59259299999999,0,95.520927,111,59.157892,2,2,3
144,COLEGIO IQUIQUE YOUNG SCHOOL,1,11,1101,IQUIQUE,11,IQUIQUE,1,52.238911,41.978811,0,81.15226300000001,0,95.354085,132,53.683408,2,2,3
154,ESCUELA BASICA FRONTERIZA,1,14,1404,HUARA,11,IQUIQUE,2,43.832213,48.101587,0,81.481481,0,92.574665,122,51.682419,2,2,3
156,ESCUELA PISAGUA,1,14,1404,HUARA,11,IQUIQUE,2,46.404327,48.63137,44.966667,92.59259299999999,36.6,92.87612300000001,122,57.598984,2,2,3
158,ESCUELA CHIAPA,1,14,1404,HUARA,11,IQUIQUE,2,51.727637,47.906378,17.555556,100,8.5,97.84908299999999,122,57.558143,2,2,3
159,ESCUELA JAINA,1,14,1404,HUARA,11,IQUIQUE,2,51.727637,47.906378,47.755556,100,44.5,95.723437,122,60.702501,2,2,3
160,ESCUELA PACHICA,1,14,1404,HUARA,11,IQUIQUE,2,50.729791,48.63137,64.14444399999999,100,39.2,96.201464,122,61.359795,2,1,2
161,LICEO DE HUARA,1,14,1404,HUARA,11,IQUIQUE,2,44.146937,37.546061,80.590909,100,61.333333,96.473343,121,57.97352,2,2,3
162,ESCUELA SIBAYA,1,14,1404,HUARA,11,IQUIQUE,2,77.88262899999999,49.161152,38.588889,100,34.6,95.77682,122,69.697929,1,2,1
165,ESCUELA CHUSMIZA,1,14,1404,HUARA,11,IQUIQUE,2,51.727637,47.906378,0,92.59259299999999,0,97.84908299999999,122,55.931662,2,2,3
167,ESCUELA CAMINA,1,14,1402,CAMIÃA,11,IQUIQUE,2,67.42094,50.84384,73.33,74.074074,61.166667,95.73262800000001,122,69.182816,1,2,1
168,ESCUELA CUISAMA,1,14,1402,CAMIÃA,11,IQUIQUE,2,36.905514,47.906378,59.166667,92.59259299999999,9.5,97.84908299999999,122,54.472476,2,2,3
169,ESCUELA QUISTAGAMA,1,14,1402,CAMIÃA,11,IQUIQUE,2,31.948605,49.161152,61.277778,92.59259299999999,26.25,95.369162,121,53.408341,2,2,3
170,ESCUELA NAMA,1,14,1402,CAMIÃA,11,IQUIQUE,2,51.727637,47.906378,0,92.59259299999999,0,97.84908299999999,122,55.931662,2,2,3
171,ESCUELA APAMILCA,1,14,1402,CAMIÃA,11,IQUIQUE,2,51.727637,47.906378,0,92.59259299999999,0,94.873178,122,55.276963,2,2,3
172,ESCUELA CHAPIQUILTA,1,14,1402,CAMIÃA,11,IQUIQUE,2,57.419112,47.906378,59.644444,92.59259299999999,9.5,97.84908299999999,122,62.091174,1,2,1
173,ESCUELA MOQUELLA,1,14,1402,CAMIÃA,11,IQUIQUE,2,62.461552,49.161152,66.777778,92.59259299999999,15.333333,96.41528200000001,122,64.71244400000001,1,2,1
174,ESCUELA FRANCIA,1,14,1402,CAMIÃA,11,IQUIQUE,2,63.603271,49.161152,48.444444,92.59259299999999,11.5,97.84908299999999,122,64.15864999999999,1,2,1
175,ESCUELA YALA YALA,1,14,1402,CAMIÃA,11,IQUIQUE,2,51.727637,47.906378,0,92.59259299999999,0,97.84908299999999,122,55.931662,2,2,3
177,ESCUELA BASICA CARIQUIMA,1,14,1403,COLCHANE,11,IQUIQUE,2,55.969485,48.101587,0,44.444444,0,92.549944,121,55.42703,2,2,3
178,LICEO TECNICO PROFESIONAL COLCHANE,1,14,1403,COLCHANE,11,IQUIQUE,2,44.029597,45.138743,74.863636,100,56.25,96.58297399999999,121,59.482371,2,2,3
179,ESCUELA BASICA MAUQUE,1,14,1403,COLCHANE,11,IQUIQUE,2,51.727637,47.906378,42.855556,92.59259299999999,31.666667,97.84908299999999,122,60.086329,2,2,3
185,ESCUELA BASICA PISIGA-CHOQUE,1,14,1403,COLCHANE,11,IQUIQUE,2,51.727637,47.906378,0,92.59259299999999,0,96.361131,122,55.604312,2,2,3
186,ESCUELA BASICA ENQUELGA,1,14,1403,COLCHANE,11,IQUIQUE,2,51.727637,47.906378,29.988889,92.59259299999999,18,97.84908299999999,122,58.630995,2,2,3
187,ESCUELA VERTIENTE DEL SABER,1,14,1405,PICA,11,IQUIQUE,1,51.5965,36.211592,88.33,92.59259299999999,77,97.16803,112,61.608569,2,2,3
188,ESC. MATILLA DE NUEVA EXTREMADURA,1,14,1405,PICA,11,IQUIQUE,2,64.30065500000001,71.414086,94.5,92.59259299999999,59.75,95.381597,121,75.28049,1,2,1
191,LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ,1,14,1401,POZO ALMONTE,11,IQUIQUE,2,48.363651,50.394286,0,92.477749,0,93.95915700000001,121,54.52552,2,2,3
192,ESCUELA BASICA MAMINA,1,14,1401,POZO ALMONTE,11,IQUIQUE,2,64.479349,48.63137,77.333333,74.074074,34,96.484368,121,66.52218499999999,2,2,3
193,ESCUELA BASICA POZO ALMONTE,1,14,1401,POZO ALMONTE,11,IQUIQUE,2,52.569268,46.843135,68.34,92.59259299999999,28.916667,95.633078,121,61.004069,2,2,3
195,ESCUELA BASICA LA TIRANA,1,14,1401,POZO ALMONTE,11,IQUIQUE,2,45.73721,41.520939,76.188889,92.122281,24.6,97.11609300000001,122,57.55795,2,2,3
196,ESCUELA BASICA HUATACONDO,1,14,1401,POZO ALMONTE,11,IQUIQUE,2,38.309333,49.161152,0,100,0,97.151679,121,51.312945,2,2,3
198,ESCUELA BASICA LA HUAYCA,1,14,1401,POZO ALMONTE,11,IQUIQUE,2,59.565278,48.63137,87.3,91.769547,81.59999999999999,96.897524,121,68.126783,1,2,1
199,LICEO DOMINGO LATRILLE LASTAUNOU,2,23,2301,TOCOPILLA,21,ANTOFAGASTA - TOCOPILLA,1,42.218675,49.918243,74.39,100,36.666667,93.185155,232,58.395485,2,2,3
200,LICEO POLITECNICO DIEGO PORTALES P.,2,23,2301,TOCOPILLA,21,ANTOFAGASTA - TOCOPILLA,1,44.78093,34.744083,93.75454499999999,92.59259299999999,50.2,95.443602,232,57.282004,2,2,3
201,ESCUELA CARLOS CONDELL DE LA HAZA,2,23,2301,TOCOPILLA,21,ANTOFAGASTA - TOCOPILLA,1,55.325836,45.816025,92.18000000000001,74.074074,87.416667,96.771108,212,65.971805,2,2,3
203,ESCUELA PABLO NERUDA,2,23,2301,TOCOPILLA,21,ANTOFAGASTA - TOCOPILLA,1,57.427901,45.533226,81.3,100,78.166667,97.007302,212,66.12556600000001,2,1,2
204,ESCUELA L.GRAL.BERNARDO OÂ´HIGGINS R.,2,23,2301,TOCOPILLA,21,ANTOFAGASTA - TOCOPILLA,1,52.645816,47.349158,91.25,100,64.25,97.05760600000001,212,64.776889,2,2,3
205,ESCUELA ARTURO PRAT CHACON,2,23,2301,TOCOPILLA,21,ANTOFAGASTA - TOCOPILLA,1,46.762171,51.199658,92.53,74.074074,94.333333,96.092748,212,64.52826,2,2,3
206,ESCUELA ESTADOS UNIDOS DE NORTEAMERICA,2,23,2301,TOCOPILLA,21,ANTOFAGASTA - TOCOPILLA,1,54.576279,55.450808,86.08,55.555556,61.583333,95.60941200000001,212,66.108598,2,1,2
207,ESC. ESPECIAL PEDRO AGUIRRE CERDA,2,23,2301,TOCOPILLA,21,ANTOFAGASTA - TOCOPILLA,1,,,97.5,100,98.75,98.09200300000001,251,98.193545,1,2,1
208,COLEGIO SAGRADA FAMILIA,2,23,2301,TOCOPILLA,21,ANTOFAGASTA - TOCOPILLA,1,68.942325,51.794672,79.8,92.59259299999999,54.75,96.035376,231,70.51630299999999,2,2,3
210,ESCUELA ARTURO PEREZ CANTO,2,23,2302,MARIA ELENA,21,ANTOFAGASTA - TOCOPILLA,1,58.362438,41.982029,97.65000000000001,92.59259299999999,99.166667,97.31169199999999,211,67.426827,2,2,3
211,LICEO H.C. T.P. MARIA ELENA,2,23,2302,MARIA ELENA,21,ANTOFAGASTA - TOCOPILLA,1,55.345641,31.851433,85.272727,92.59259299999999,33.333333,95.539376,232,59.049833,2,2,3
214,ESCUELA IGNACIO CARRERA PINTO,2,23,2302,MARIA ELENA,21,ANTOFAGASTA - TOCOPILLA,2,55.589514,49.161152,0,92.59259299999999,0,96.609123,221,57.439102,2,2,3
217,LICEO LUIS CRUZ MARTINEZ,2,22,2201,CALAMA,22,EL LOA,1,79.18320799999999,53.719097,94,92.59259299999999,96.666667,95.821062,231,77.744953,1,2,1
218,LICEO FRANCISCO DE AGUIRRE,2,22,2201,CALAMA,22,EL LOA,1,47.797912,43.2176,73.97,92.59259299999999,39.916667,93.14916599999999,232,58.564857,2,2,3
219,LICEO POLITECNICO CESAREO AGUIRRE G.,2,22,2201,CALAMA,22,EL LOA,1,52.965802,53.491031,78.572727,100,70.416667,93.563035,232,65.3939,2,2,3
220,LICEO MINERO AMÃRICA,2,22,2201,CALAMA,22,EL LOA,1,65.921515,49.414563,85.909091,92.59259299999999,82.75,96.66412200000001,232,70.63704199999999,1,2,1
222,CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A,2,22,2201,CALAMA,22,EL LOA,1,54.156231,45.413325,87.75,92.59259299999999,64.75,90.179652,232,62.947412,2,2,3
223,ESCUELA CLAUDIO ARRAU,2,22,2201,CALAMA,22,EL LOA,1,52.816718,47.54743,94.68000000000001,92.59259299999999,86.166667,95.123222,212,65.62356,2,2,3
224,ESCUELA GRECIA,2,22,2201,CALAMA,22,EL LOA,1,53.2091,41.633002,94.59999999999999,92.427984,93.666667,96.307418,212,64.740132,2,2,3
225,ESCUELA REPUBLICA DE BOLIVIA,2,22,2201,CALAMA,22,EL LOA,1,60.552488,46.084904,90,92.59259299999999,97.5,96.957314,211,68.765655,2,1,2
226,ESCUELA BASICA EMILIO SOTOMAYOR,2,22,2201,CALAMA,22,EL LOA,1,54.322143,38.178664,91.95,74.074074,86.166667,97.27627099999999,211,63.496813,2,2,3
