Código Establecimiento,Nombre Establecimiento,Dependencia Establecimiento,Nombre Región,Nombre Comuna,Área Geográfica,Niños con Desnutrición,Prevalencia Desnutrición Niños,Niñas con Desnutrición,Prevalencia Desnutrición Niñas,Niños con Bajo Peso,Prevalencia Bajo Peso Niños,Niñas con Bajo Peso,Prevalencia Bajo Peso Niñas,Niños con Peso Normal,Prevalencia Peso Normal Niños,Niñas con Peso Normal,Prevalencia Peso Normal Niñas,Niños con Sobrepeso,Prevalencia Sobrepeso Niños,Niñas con Sobrepeso,Prevalencia Sobrepeso Niñas,Niños con Obesidad,Prevalencia Obesidad Niños,Niñas con Obesidad,Prevalencia Obesidad Niñas,Niños con Retraso en talla,Prevalencia Retraso en talla Niños,Niñas con Retraso en talla,Prevalencia Retraso en talla Niñas,Total Niños,Total Niñas
14790,COLEGIO SAINT-LAWRENCE,Subvencionado,Región de Valparaíso,Quilpué,URBANO,0,"0,0",0,"0,0",1,"2,3",1,"2,6",31,"70,5",26,"66,7",4,"9,1",7,"17,9",8,"18,2",5,"12,8",0,"0,0",1,"2,6",44,39
31445,COLEGIO FUNDADORES DE QUILPUE,Subvencionado,Región de Valparaíso,Quilpué,URBANO,0,"0,0",2,"6,7",1,"3,6",2,"6,7",17,"60,7",15,"50,0",7,"25,0",8,"26,7",3,"10,7",3,"10,0",0,"0,0",0,"0,0",28,30
40027,COLEGIO PASIONISTAS DE QUILPUE,Subvencionado,Región de Valparaíso,Quilpué,URBANO,0,"0,0",0,"0,0",3,"25,0",2,"8,7",6,"50,0",12,"52,2",3,"25,0",9,"39,1",0,"0,0",0,"0,0",0,"0,0",0,"0,0",12,23
1464,LICEO DE LIMACHE,Municipal,Región de Valparaíso,Limache,URBANO,0,"0,0",1,"1,1",4,"3,9",2,"2,2",51,"50,0",45,"48,9",26,"25,5",25,"27,2",21,"20,6",19,"20,7",4,"3,9",1,"1,1",102,92
1467,ESCUELA ESPECIAL GABRIELA MISTRAL,Municipal,Región de Valparaíso,Limache,URBANO,0,"0,0",0,"0,0",2,"8,3",1,"2,5",15,"62,5",23,"57,5",5,"20,8",8,"20,0",2,"8,3",8,"20,0",0,"0,0",0,"0,0",24,40
1478,COLEGIO DE LA SANTA CRUZ,Subvencionado,Región de Valparaíso,Limache,URBANO,0,"0,0",0,"0,0",2,"13,3",1,"3,7",5,"33,3",19,"70,4",6,"40,0",6,"22,2",2,"13,3",1,"3,7",1,"6,7",0,"0,0",15,27
1482,COLEGIO LIMACHE COLLEGE,Subvencionado,Región de Valparaíso,Limache,URBANO,1,"2,6",0,"0,0",3,"7,9",2,"4,7",18,"47,4",30,"69,8",10,"26,3",9,"20,9",6,"15,8",2,"4,7",0,"0,0",2,"4,7",38,43
11241,JOSEPH LISTER SCHOOL,Subvencionado,Región de Valparaíso,Limache,URBANO,0,"0,0",0,"0,0",3,"10,0",1,"4,0",16,"53,3",13,"52,0",7,"23,3",9,"36,0",4,"13,3",2,"8,0",0,"0,0",0,"0,0",30,25
14510,COLEGIO NACIONAL,Subvencionado,Región de Valparaíso,Limache,URBANO,0,"0,0",0,"0,0",0,"0,0",4,"16,7",11,"64,7",15,"62,5",6,"35,3",5,"20,8",0,"0,0",0,"0,0",0,"0,0",1,"4,2",17,24
14534,COLEGIO AMANCAY LIMACHE,Subvencionado,Región de Valparaíso,Limache,URBANO,0,"0,0",0,"0,0",1,"4,5",1,"7,1",11,"50,0",9,"64,3",7,"31,8",4,"28,6",3,"13,6",0,"0,0",1,"4,5",3,"21,4",22,14
14641,COLEGIO  PAULA  VIVANCO,Subvencionado,Región de Valparaíso,Limache,URBANO,3,"18,8",0,"0,0",2,"12,5",1,"4,8",9,"56,3",12,"57,1",2,"12,5",4,"19,0",0,"0,0",4,"19,0",0,"0,0",1,"4,8",16,21
14865,COLEGIO TECNICO ALIANZA EDUCACIONAL,Subvencionado,Región de Valparaíso,Limache,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"5,6",3,"50,0",10,"55,6",2,"33,3",5,"27,8",1,"16,7",2,"11,1",0,"0,0",2,"11,1",6,18
1489,LICEO DE OLMUE,Municipal,Región de Valparaíso,Olmué,URBANO,0,"0,0",0,"0,0",6,"16,7",1,"4,0",14,"38,9",10,"40,0",9,"25,0",7,"28,0",7,"19,4",7,"28,0",1,"2,8",1,"4,0",36,25
1490,ESCUELA BÁSICA QUEBRADA DE ALVARADO,Municipal,Región de Valparaíso,Olmué,RURAL,0,"0,0",0,"0,0",1,"12,5",0,"0,0",5,"62,5",3,"42,9",0,"0,0",3,"42,9",2,"25,0",1,"14,3",0,"0,0",0,"0,0",8,7
1500,COLEGIO PART. IGNACIO CARRERA PINTO,Subvencionado,Región de Valparaíso,Olmué,URBANO,0,"0,0",1,"2,7",3,"9,1",1,"2,7",16,"48,5",19,"51,4",8,"24,2",11,"29,7",6,"18,2",5,"13,5",0,"0,0",1,"2,7",33,37
1958,LICEO TECNOLOGICO VILLA ALEMANA,Municipal,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",0,"0,0",1,"2,6",0,"0,0",15,"39,5",19,"57,6",12,"31,6",11,"33,3",10,"26,3",3,"9,1",4,"10,5",1,"3,0",38,33
1959,WINDMILL COLLEGE,Municipal,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",0,"0,0",1,"5,6",1,"4,5",12,"66,7",10,"45,5",4,"22,2",8,"36,4",1,"5,6",3,"13,6",0,"0,0",0,"0,0",18,22
1967,LICEO BICENTENARIO TÉCNICO PROFESIONAL MARY GRAHAM,Municipal,Región de Valparaíso,Villa Alemana,URBANO,3,"4,8",1,"1,6",3,"4,8",0,"0,0",28,"45,2",28,"45,9",20,"32,3",22,"36,1",8,"12,9",10,"16,4",0,"0,0",2,"3,3",62,61
1969,COLEGIO CHARLES DARWIN,Municipal,Región de Valparaíso,Villa Alemana,URBANO,1,"2,6",0,"0,0",4,"10,3",2,"6,1",15,"38,5",18,"54,5",11,"28,2",6,"18,2",8,"20,5",7,"21,2",0,"0,0",0,"0,0",39,33
1971,ESCUELA MANUEL MONTT,Municipal,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",0,"0,0",1,"6,3",3,"15,8",7,"43,8",6,"31,6",5,"31,3",5,"26,3",3,"18,8",5,"26,3",1,"6,3",0,"0,0",16,19
1977,COLEGIO NACIONAL,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",0,"0,0",5,"7,9",0,"0,0",31,"49,2",39,"47,0",19,"30,2",27,"32,5",8,"12,7",17,"20,5",2,"3,2",0,"0,0",63,83
1980,COLEGIO PARTICULAR JEAN PIAGET,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"4,8",11,"52,4",9,"42,9",6,"28,6",7,"33,3",4,"19,0",4,"19,0",0,"0,0",1,"4,8",21,21
1987,COLEGIO NUEVO CHILENO BRITANICO,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"9,1",2,"25,0",0,"0,0",2,"25,0",10,"90,9",4,"50,0",0,"0,0",0,"0,0",0,"0,0",8,11
11209,COLEGIO GALILEO GALILEI,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",0,"0,0",2,"12,5",0,"0,0",8,"50,0",6,"37,5",2,"12,5",7,"43,8",4,"25,0",3,"18,8",1,"6,3",1,"6,3",16,16
12305,COLEGIO ALEXANDER FLEMING,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",0,"0,0",4,"12,5",0,"0,0",18,"56,3",19,"51,4",6,"18,8",15,"40,5",4,"12,5",3,"8,1",1,"3,1",1,"2,7",32,37
14211,AMERICAN COLLEGE,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",0,"0,0",2,"14,3",0,"0,0",4,"28,6",11,"42,3",5,"35,7",11,"42,3",3,"21,4",4,"15,4",0,"0,0",0,"0,0",14,26
14313,COLEGIO NUEVA ESPERANZA,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",0,"0,0",2,"12,5",1,"4,3",8,"50,0",13,"56,5",4,"25,0",7,"30,4",2,"12,5",2,"8,7",0,"0,0",1,"4,3",16,23
14363,COLEGIO HISPANO,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",0,"0,0",3,"6,0",3,"4,2",22,"44,0",42,"59,2",18,"36,0",19,"26,8",7,"14,0",7,"9,9",1,"2,0",0,"0,0",50,71
14375,COLEGIO DIVINA MAESTRA,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,2,"6,7",1,"2,1",5,"16,7",1,"2,1",15,"50,0",28,"59,6",5,"16,7",16,"34,0",3,"10,0",1,"2,1",2,"6,7",2,"4,3",30,47
14580,COLEGIO BOSTON,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",1,"7,7",0,"0,0",1,"7,7",8,"57,1",7,"53,8",1,"7,1",3,"23,1",5,"35,7",1,"7,7",0,"0,0",1,"7,7",14,13
14622,COLEGIO SAN AGUSTIN,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",1,"5,6",0,"0,0",0,"0,0",7,"41,2",9,"50,0",5,"29,4",6,"33,3",5,"29,4",2,"11,1",0,"0,0",1,"5,6",17,18
14674,COLEGIO NUEVO MILENIO,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,1,"3,4",3,"7,0",3,"10,3",3,"7,0",13,"44,8",16,"37,2",9,"31,0",12,"27,9",3,"10,3",9,"20,9",1,"3,4",0,"0,0",29,43
14778,COLEGIO SAN NICOLAS,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",0,"0,0",1,"5,6",0,"0,0",8,"44,4",13,"56,5",6,"33,3",5,"21,7",3,"16,7",5,"21,7",2,"11,1",1,"4,3",18,23
14870,COLEGIO ENTRE VALLES,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,1,"3,7",1,"4,2",2,"7,4",0,"0,0",18,"66,7",12,"50,0",2,"7,4",10,"41,7",4,"14,8",1,"4,2",1,"3,7",1,"4,2",27,24
14912,COLEGIO SAN ANTONIO DE VILLA ALEMANA,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,1,"2,3",0,"0,0",7,"16,3",3,"6,7",17,"39,5",24,"53,3",13,"30,2",14,"31,1",5,"11,6",4,"8,9",0,"0,0",0,"0,0",43,45
16798,COLEGIO NEW BUCKINGHAM,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",3,"33,3",6,"75,0",5,"55,6",2,"25,0",1,"11,1",0,"0,0",1,"11,1",0,"0,0",9,8
40065,COLEGIO ERNESTO VILLARROEL TEN,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",0,"0,0",2,"22,2",1,"12,5",5,"55,6",4,"50,0",1,"11,1",1,"12,5",1,"11,1",2,"25,0",1,"11,1",0,"0,0",9,8
40251,LICEO JUAN XXIII-VILLA ALEMANA,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,1,"1,5",0,"0,0",6,"8,8",1,"1,6",33,"48,5",28,"44,4",17,"25,0",26,"41,3",11,"16,2",8,"12,7",3,"4,4",1,"1,6",68,63
40299,COLEGIO ROBLES,Subvencionado,Región de Valparaíso,Villa Alemana,URBANO,0,"0,0",1,"6,7",1,"11,1",1,"6,7",5,"55,6",6,"40,0",2,"22,2",6,"40,0",1,"11,1",1,"6,7",0,"0,0",1,"6,7",9,15
2102,LICEO TECNICO A-4,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",2,"1,0",0,"0,0",7,"3,6",0,"0,0",72,"36,7",0,"0,0",56,"28,6",0,"0,0",59,"30,1",0,"0,0",4,"2,0",0,196
2103,LICEO INDUSTRIAL PRESIDENTE PEDRO AGUIRRE,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,2,"0,5",0,"0,0",14,"3,6",2,"6,9",134,"34,7",16,"55,2",153,"39,6",6,"20,7",83,"21,5",5,"17,2",5,"1,3",1,"3,4",386,29
2104,LICEO COMERCIAL DIEGO PORTALES,Municipal,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,2,"0,9",0,"0,0",15,"6,5",10,"4,4",95,"40,9",103,"45,8",74,"31,9",72,"32,0",46,"19,8",40,"17,8",6,"2,6",2,"0,9",232,225
2105,LICEO INDUSTRIAL ERNESTO PINTO LAGARRIGUE,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,5,"3,2",1,"1,6",13,"8,3",1,"1,6",54,"34,6",28,"45,9",52,"33,3",19,"31,1",32,"20,5",12,"19,7",6,"3,8",1,"1,6",156,61
2109,LICEO MARIA LUISA BOMBAL,Municipal,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",1,"0,7",0,"0,0",9,"6,4",0,"0,0",77,"55,0",0,"0,0",43,"30,7",0,"0,0",10,"7,1",0,"0,0",1,"0,7",0,140
2110,LICEO MUNICIPAL OSCAR CASTRO ZUNIGA,Municipal,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,6,"3,0",2,"0,8",20,"10,1",16,"6,3",93,"46,7",143,"56,1",55,"27,6",73,"28,6",25,"12,6",21,"8,2",2,"1,0",1,"0,4",199,255
2111,LICEO MUNICIPAL JOSE VICTORINO LASTARRIA,Municipal,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,1,"1,5",0,"0,0",1,"1,5",5,"6,3",26,"38,8",36,"45,0",23,"34,3",28,"35,0",16,"23,9",11,"13,8",5,"7,5",4,"5,0",67,80
2123,INSTITUTO TECNOLOGICO MINERO BERNARDO OHIGGINS,Municipal,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,1,"1,0",0,"0,0",7,"6,9",5,"8,8",43,"42,6",22,"38,6",30,"29,7",21,"36,8",20,"19,8",9,"15,8",3,"3,0",3,"5,3",101,57
2124,LICEO INTEGRADO LIBERTADOR SIMÓN BOLIVAR,Municipal,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,1,"2,4",0,"0,0",4,"9,8",2,"9,5",17,"41,5",7,"33,3",9,"22,0",8,"38,1",10,"24,4",4,"19,0",0,"0,0",2,"9,5",41,21
2134,LICEO COMERCIAL JORGE ALESSANDRI R.,Municipal,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",1,"1,7",1,"1,8",0,"0,0",30,"52,6",26,"44,1",15,"26,3",17,"28,8",11,"19,3",15,"25,4",4,"7,0",4,"6,8",57,59
2150,INSTITUTO SAGRADO CORAZON,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"2,7",0,"0,0",18,"48,6",0,"0,0",16,"43,2",0,"0,0",2,"5,4",0,"0,0",0,"0,0",0,37
2153,COLEGIO PARTICULAR SANTA MARIA GORETTI,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",2,"11,1",2,"16,7",9,"50,0",10,"83,3",7,"38,9",0,"0,0",1,"5,6",1,"8,3",18,12
2163,COLEGIO CUISENAIRE,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",0,"0,0",2,"8,0",1,"4,0",9,"36,0",11,"44,0",9,"36,0",12,"48,0",5,"20,0",1,"4,0",2,"8,0",1,"4,0",25,25
2164,COLEGIO PARTICULAR GABRIELA MISTRAL,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",1,"2,7",0,"0,0",0,"0,0",12,"50,0",20,"54,1",11,"45,8",10,"27,0",1,"4,2",6,"16,2",0,"0,0",0,"0,0",24,37
2165,ESCUELA PARTICULAR NINO JESUS DE PRAGA,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",0,"0,0",1,"12,5",2,"5,9",3,"37,5",17,"50,0",4,"50,0",14,"41,2",0,"0,0",1,"2,9",0,"0,0",1,"2,9",8,34
2166,INSTITUTO REGIONAL DE EDUCACION,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,2,"3,0",2,"3,8",6,"9,1",4,"7,7",33,"50,0",26,"50,0",13,"19,7",18,"34,6",12,"18,2",2,"3,8",0,"0,0",1,"1,9",66,52
2167,INSTITUTO SEWELL,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",1,"5,6",2,"11,8",1,"5,6",6,"35,3",9,"50,0",7,"41,2",4,"22,2",2,"11,8",3,"16,7",0,"0,0",0,"0,0",17,18
2173,COLEGIO PARTICULAR BERNARDO O'HIGGINS,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",0,"0,0",0,"0,0",3,"18,8",16,"84,2",6,"37,5",2,"10,5",4,"25,0",1,"5,3",3,"18,8",0,"0,0",3,"18,8",19,16
11256,COLEGIO PARTICULAR SUBV.DON BOSCO,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",1,"3,0",5,"10,4",3,"9,1",20,"41,7",18,"54,5",17,"35,4",7,"21,2",6,"12,5",4,"12,1",0,"0,0",1,"3,0",48,33
11265,COLEGIO ENA BELLEMANS MONTTI,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,4,"4,8",1,"1,4",2,"2,4",2,"2,8",39,"47,0",36,"50,0",19,"22,9",16,"22,2",19,"22,9",17,"23,6",1,"1,2",0,"0,0",83,72
15643,INSTITUTO CRISTIANO EDUMASTER COLLEGE,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",0,"0,0",1,"6,3",0,"0,0",7,"43,8",9,"64,3",2,"12,5",4,"28,6",6,"37,5",1,"7,1",0,"0,0",0,"0,0",16,14
15662,INSTITUTO SAN LORENZO,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",0,"0,0",4,"7,1",2,"4,8",20,"35,7",20,"47,6",24,"42,9",9,"21,4",8,"14,3",11,"26,2",2,"3,6",0,"0,0",56,42
15676,COLEGIO HISPANO CHILENO EL PILAR,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",0,"0,0",3,"13,0",3,"8,8",11,"47,8",22,"64,7",7,"30,4",9,"26,5",2,"8,7",0,"0,0",1,"4,3",0,"0,0",23,34
15682,COLEGIO MAGISTER,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",10,"58,8",1,"12,5",3,"17,6",4,"50,0",4,"23,5",3,"37,5",0,"0,0",0,"0,0",17,8
15700,COLEGIO LA REPUBLICA,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",1,"2,9",3,"7,9",2,"5,7",16,"42,1",15,"42,9",15,"39,5",13,"37,1",4,"10,5",4,"11,4",0,"0,0",0,"0,0",38,35
15726,COLEGIO SAN SEBASTIAN SCHOOL,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",0,"0,0",2,"5,9",1,"3,7",15,"44,1",10,"37,0",10,"29,4",11,"40,7",7,"20,6",5,"18,5",0,"0,0",0,"0,0",34,27
15746,MONTE CASTELLO,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",4,"100,0",2,"66,7",0,"0,0",0,"0,0",0,"0,0",1,"33,3",0,"0,0",0,"0,0",4,3
15750,COLEGIO LAS AMERICAS,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",0,"0,0",2,"22,2",0,"0,0",4,"44,4",6,"42,9",2,"22,2",5,"35,7",1,"11,1",3,"21,4",0,"0,0",0,"0,0",9,14
15769,LICEO SANTA CRUZ DE TRIANA,Municipal,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,5,"16,1",0,"0,0",4,"12,9",2,"8,3",15,"48,4",11,"45,8",4,"12,9",6,"25,0",3,"9,7",5,"20,8",0,"0,0",0,"0,0",31,24
15775,LICEO TECNICO PROFESIONAL SANTA ROSA,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",1,"1,8",0,"0,0",3,"5,4",0,"0,0",25,"44,6",0,"0,0",18,"32,1",0,"0,0",9,"16,1",0,"0,0",3,"5,4",0,56
15793,COLEGIO INTERAMERICANO,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",15,"57,7",7,"38,9",5,"19,2",5,"27,8",6,"23,1",6,"33,3",0,"0,0",3,"16,7",26,18
15840,LICEO TECNICO PART.SUBV.CIPRESES,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,0,"0,0",0,"0,0",2,"6,5",2,"6,9",14,"45,2",17,"58,6",9,"29,0",8,"27,6",6,"19,4",2,"6,9",0,"0,0",1,"3,4",31,29
20364,COLEGIO AYELEN,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Rancagua,URBANO,2,"5,4",0,"0,0",2,"5,4",1,"2,9",20,"54,1",19,"54,3",9,"24,3",9,"25,7",4,"10,8",6,"17,1",0,"0,0",0,"0,0",37,35
2244,INSTITUTO LAUTARO DE CODEGUA,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Codegua,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",1,"33,3",0,"0,0",1,"33,3",1,"50,0",1,"33,3",1,"50,0",0,"0,0",0,"0,0",3,2
15781,LICEO MUNICIPAL DE CODEGUA,Municipal,Región del Libertador Gral. Bernardo O’Higgins,Codegua,URBANO,0,"0,0",0,"0,0",2,"5,3",2,"5,9",16,"42,1",17,"50,0",11,"28,9",7,"20,6",9,"23,7",8,"23,5",2,"5,3",2,"5,9",38,34
2406,LICEO MUNICIPAL LUIS GREGORIO VALENZUELA LAVIN,Municipal,Región del Libertador Gral. Bernardo O’Higgins,Coinco,URBANO,0,"0,0",0,"0,0",2,"10,5",2,"16,7",10,"52,6",4,"33,3",4,"21,1",2,"16,7",3,"15,8",4,"33,3",0,"0,0",1,"8,3",19,12
2401,ESCUELA AGRICOLA SAN VICENTE DE PAUL,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Coltauco,RURAL,1,"1,9",0,"0,0",2,"3,8",0,"0,0",22,"41,5",9,"60,0",15,"28,3",4,"26,7",13,"24,5",2,"13,3",5,"9,4",0,"0,0",53,15
11287,LICEO BERTA ZAMORANO LIZANA,Municipal,Región del Libertador Gral. Bernardo O’Higgins,Coltauco,URBANO,2,"3,5",0,"0,0",4,"7,0",2,"4,7",26,"45,6",16,"37,2",12,"21,1",19,"44,2",13,"22,8",6,"14,0",4,"7,0",1,"2,3",57,43
15502,INSTITUTO MONSENOR LECAROS,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Coltauco,URBANO,0,"0,0",0,"0,0",0,"0,0",0,"0,0",7,"50,0",10,"52,6",4,"28,6",9,"47,4",3,"21,4",0,"0,0",0,"0,0",0,"0,0",14,19
2411,LICEO CLAUDIO ARRAU LEON,Municipal,Región del Libertador Gral. Bernardo O’Higgins,Doñihue,URBANO,1,"2,3",0,"0,0",0,"0,0",3,"10,0",26,"60,5",16,"53,3",9,"20,9",9,"30,0",7,"16,3",2,"6,7",1,"2,3",1,"3,3",43,30
15600,ALBERTO HURTADO CRUCHAGA,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Doñihue,URBANO,0,"0,0",0,"0,0",2,"10,0",0,"0,0",9,"45,0",13,"61,9",6,"30,0",7,"33,3",3,"15,0",1,"4,8",0,"0,0",0,"0,0",20,21
15690,COLEGIO LOS CIPRESES,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Doñihue,URBANO,0,"0,0",1,"3,4",5,"15,2",2,"6,9",18,"54,5",12,"41,4",7,"21,2",13,"44,8",3,"9,1",1,"3,4",3,"9,1",1,"3,4",33,29
2205,LICEO PROFESOR MISAEL LOBOS MONROY,Municipal,Región del Libertador Gral. Bernardo O’Higgins,Graneros,URBANO,0,"0,0",1,"4,5",1,"5,9",0,"0,0",9,"52,9",11,"50,0",2,"11,8",6,"27,3",5,"29,4",4,"18,2",0,"0,0",2,"9,1",17,22
2206,ESCUELA SIXTO MENDEZ PARADA,Municipal,Región del Libertador Gral. Bernardo O’Higgins,Graneros,URBANO,4,"18,2",0,"0,0",0,"0,0",0,"0,0",13,"59,1",7,"58,3",3,"13,6",3,"25,0",2,"9,1",2,"16,7",1,"4,5",1,"8,3",22,12
2217,COLEGIO PARTICULAR NUESTRA SENORA,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Graneros,URBANO,0,"0,0",0,"0,0",2,"13,3",0,"0,0",4,"26,7",7,"23,3",5,"33,3",16,"53,3",4,"26,7",7,"23,3",0,"0,0",1,"3,3",15,30
2218,COLEGIO PARTICULAR GRANEROS,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Graneros,URBANO,0,"0,0",0,"0,0",1,"5,3",1,"5,9",6,"31,6",8,"47,1",6,"31,6",5,"29,4",6,"31,6",3,"17,6",1,"5,3",1,"5,9",19,17
2219,ESCUELA AGRICOLA CRISTO OBRERO,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Graneros,URBANO,0,"0,0",0,"0,0",3,"6,0",2,"5,9",19,"38,0",10,"29,4",16,"32,0",14,"41,2",12,"24,0",8,"23,5",0,"0,0",2,"5,9",50,34
15646,INSTITUTO SANTA TERESA DE LOS ANDES,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Graneros,URBANO,1,"0,8",1,"0,5",14,"11,4",10,"5,3",57,"46,3",87,"45,8",24,"19,5",63,"33,2",27,"22,0",29,"15,3",7,"5,7",8,"4,2",123,190
2422,LICEO FRANCISCO ANTONIO ENCINA ARMANET,Municipal,Región del Libertador Gral. Bernardo O’Higgins,Las Cabras,URBANO,2,"1,8",0,"0,0",8,"7,2",4,"5,0",54,"48,6",34,"42,5",33,"29,7",32,"40,0",14,"12,6",10,"12,5",1,"0,9",0,"0,0",111,80
15624,COLEGIO MISTRAL,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Las Cabras,URBANO,0,"0,0",1,"1,9",5,"10,2",4,"7,7",17,"34,7",20,"38,5",19,"38,8",21,"40,4",8,"16,3",6,"11,5",0,"0,0",0,"0,0",49,52
40371,COLEGIO SAN CARLOS DE LAS CABRAS,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Las Cabras,URBANO,0,"0,0",0,"0,0",0,"0,0",1,"4,5",2,"20,0",12,"54,5",4,"40,0",6,"27,3",4,"40,0",3,"13,6",1,"10,0",2,"9,1",10,22
2259,COLEGIO PARTICULAR ARTURO PRAT,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Machalí,URBANO,0,"0,0",0,"0,0",1,"3,6",1,"2,7",16,"57,1",18,"48,6",9,"32,1",13,"35,1",2,"7,1",5,"13,5",0,"0,0",1,"2,7",28,37
15534,COLEGIO SAN IGNACIO,Subvencionado,Región del Libertador Gral. Bernardo O’Higgins,Machalí,URBANO,0,"0,0",0,"0,0",0,"0,0",2,"7,4",14,"60,9",16,"59,3",7,"30,4",6,"22,2",2,"8,7",3,"11,1",2,"8,7",0,"0,0",23,27
