idrbd,dnino,dnina,bpnino,bpnina,nnino,nnina,snino,snina,onino,onina,rtnino,rtnina,tnino,tnina,total
24966,0,0,2,1,5,9,4,5,3,4,0,0,14,19,33
25215,1,0,3,2,23,37,19,21,7,2,0,0,53,62,115
25496,4,2,10,8,110,79,63,56,46,39,7,2,233,184,417
25895,1,0,2,0,14,21,8,19,10,9,0,2,35,49,84
26260,2,2,9,7,32,41,11,4,4,0,1,0,58,54,112
26365,1,0,2,3,25,23,8,17,9,12,0,0,45,55,100
8645,1,0,5,3,19,32,12,24,12,17,1,4,49,76,125
10240,2,0,6,0,34,23,29,16,8,4,2,2,79,43,122
10246,1,0,9,1,46,38,28,31,4,4,0,5,88,74,162
12117,0,0,14,5,88,53,36,16,22,12,7,2,160,86,246
24769,0,0,2,1,9,13,6,9,0,3,1,0,17,26,43
25182,2,1,3,1,17,16,11,5,12,1,1,1,45,24,69
25349,0,0,1,3,14,26,12,15,8,3,0,0,35,47,82
25386,1,0,1,10,33,28,20,17,5,2,1,0,60,57,117
25387,0,0,0,0,29,18,37,46,21,12,2,1,87,76,163
25542,1,0,3,1,18,20,9,23,13,8,0,0,44,52,96
25599,0,0,0,0,2,1,15,8,0,0,0,0,17,9,26
25829,0,0,4,3,21,21,15,10,3,1,0,1,43,35,78
25853,1,0,2,2,37,35,18,12,15,10,3,2,73,59,132
25929,2,2,3,1,17,18,7,6,5,3,0,0,34,30,64
25961,1,0,1,3,30,28,10,14,6,7,0,1,48,52,100
25988,2,0,2,1,32,21,12,18,14,16,5,3,62,56,118
26033,2,0,5,2,33,34,17,20,14,4,1,1,71,60,131
26083,0,0,2,3,15,6,3,6,7,3,0,0,27,18,45
26110,2,1,3,1,23,21,12,20,0,6,2,0,40,49,89
26168,0,0,0,0,2,4,3,3,0,0,0,0,5,7,12
31083,0,0,1,2,11,32,35,21,4,4,0,0,51,59,110
31299,0,0,0,1,15,19,11,18,10,5,2,3,36,43,79
31378,1,0,4,1,23,26,9,10,5,2,0,1,42,39,81
8508,0,0,4,0,15,20,9,8,7,2,0,2,35,30,65
8629,0,1,0,3,0,38,0,32,0,11,0,2,0,85,85
9982,0,1,7,2,48,49,25,38,37,23,2,1,117,113,230
9985,1,0,7,4,24,29,17,16,18,11,5,4,67,60,127
9986,0,0,2,2,22,14,11,25,18,9,2,2,53,50,103
10023,1,1,4,2,28,22,12,6,6,3,1,1,51,34,85
10030,2,0,3,4,37,42,24,24,11,18,0,2,77,88,165
10042,0,0,5,3,18,23,13,15,5,8,0,0,41,49,90
10044,0,0,6,1,57,15,43,8,43,10,12,6,149,34,183
10069,2,0,4,2,10,23,7,12,3,4,0,1,26,41,67
10073,1,0,5,1,76,6,71,2,24,1,4,0,177,10,187
11831,3,0,11,0,90,5,58,4,41,5,7,0,203,14,217
12241,0,0,0,0,3,5,3,11,8,9,2,0,14,25,39
25508,0,0,0,2,4,6,0,6,5,3,0,0,9,17,26
8494,1,0,4,2,19,11,17,13,10,3,3,1,51,29,80
8502,2,0,5,2,39,36,27,31,24,36,2,7,97,105,202
8510,0,0,0,4,1,37,0,40,0,19,1,6,1,100,101
8614,0,2,0,5,0,42,0,19,0,10,0,2,0,78,78
8632,1,0,2,2,36,49,20,27,15,10,0,3,74,88,162
8636,1,1,1,1,26,16,13,13,7,2,2,2,48,33,81
8650,1,0,0,0,15,11,4,6,3,2,1,4,23,19,42
8682,1,0,5,0,19,27,10,11,8,8,0,1,43,46,89
8813,2,0,5,3,73,8,58,6,38,3,4,1,176,20,196
10248,0,0,0,0,1,3,71,56,15,2,0,0,87,61,148
10252,0,0,0,1,7,8,5,7,2,0,0,0,14,16,30
10254,0,0,3,0,11,5,7,9,5,9,1,2,26,23,49
10255,2,2,1,3,16,39,7,26,19,33,2,5,45,103,148
10313,1,0,2,3,26,12,10,17,2,3,0,1,41,35,76
10320,1,0,1,2,22,26,27,22,17,12,0,1,68,62,130
10352,0,1,0,1,7,10,5,8,5,2,0,1,17,22,39
10396,1,0,7,1,48,12,25,24,19,9,6,1,100,46,146
10397,0,0,7,0,45,8,24,7,26,3,1,1,102,18,120
11965,0,0,2,3,18,19,5,13,8,5,1,1,33,40,73
24423,0,0,3,0,22,6,9,9,6,12,0,0,40,27,67
25138,0,0,0,0,15,11,9,3,3,1,1,0,27,15,42
31494,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
10196,0,3,9,4,40,59,23,34,30,19,3,8,102,119,221
10232,2,1,2,4,16,25,8,14,3,5,0,0,31,49,80
12115,0,0,0,1,19,21,7,7,3,5,0,0,29,34,63
20436,0,0,1,0,5,9,4,2,5,1,0,0,15,12,27
24482,4,0,11,5,114,37,81,27,60,14,10,2,270,83,353
24498,1,1,1,0,8,8,6,3,2,7,1,1,18,19,37
24623,0,0,1,2,17,24,10,22,8,6,1,1,36,54,90
24812,1,0,6,0,21,0,25,0,18,0,1,0,71,0,71
24828,3,0,1,1,31,23,20,25,14,10,5,1,69,59,128
25303,4,1,4,1,14,16,6,3,6,4,4,1,34,25,59
26084,0,0,0,0,8,3,7,5,5,3,0,0,20,11,31
26219,0,0,1,0,4,8,4,5,3,3,0,1,12,16,28
31037,2,2,2,1,22,59,12,39,7,25,3,5,45,126,171
31153,1,1,2,2,40,57,18,34,17,20,2,5,78,114,192
9408,0,0,5,1,34,7,10,3,19,2,1,2,68,13,81
9411,0,0,1,0,14,21,13,13,7,3,4,0,35,37,72
9486,0,0,2,0,16,11,14,9,8,3,0,0,40,23,63
9500,1,0,1,0,4,6,2,5,0,4,0,1,8,15,23
9502,0,1,1,0,11,8,1,8,5,4,0,1,18,21,39
9579,4,0,7,1,77,3,51,1,41,1,4,0,180,6,186
25783,0,0,1,1,4,6,4,4,3,4,0,0,12,15,27
9405,0,0,0,2,25,24,8,18,5,5,1,1,38,49,87
9406,1,0,10,0,72,0,58,0,31,0,1,0,172,0,172
9407,1,0,5,2,39,23,38,27,25,19,0,1,108,71,179
9409,0,2,0,10,0,97,0,80,0,59,0,6,0,248,248
9472,5,2,13,9,61,88,40,71,27,50,3,9,146,220,366
9474,0,0,0,0,0,45,1,45,0,35,0,4,1,125,126
9484,0,0,0,4,0,41,0,21,0,1,0,1,0,67,67
9487,0,0,0,0,9,0,20,0,15,0,1,0,44,0,44
9489,0,0,0,2,12,5,11,4,2,3,2,0,25,14,39
9504,0,0,6,1,32,33,24,35,22,22,6,1,84,91,175
9519,0,0,0,1,27,19,7,10,5,4,2,0,39,34,73
9553,0,0,1,1,7,8,4,5,3,2,0,0,15,16,31
9570,1,0,4,2,26,27,10,11,1,3,0,0,42,43,85
9581,0,1,0,2,0,36,0,23,0,19,0,4,0,81,81
11812,1,0,5,6,23,28,12,17,3,4,0,1,44,55,99
25209,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
25718,1,0,0,2,4,5,5,3,5,0,1,0,15,10,25
25798,1,0,0,0,1,2,1,0,1,0,0,0,4,2,6
25832,0,0,1,2,6,4,6,5,3,3,1,0,16,14,30
25894,0,0,2,0,8,14,6,3,5,0,0,0,21,17,38
31030,0,0,0,0,3,2,13,8,7,1,3,0,23,11,34
9584,2,0,0,0,14,15,14,22,9,6,2,0,39,43,82
9599,0,0,1,5,24,24,24,18,10,9,3,2,59,56,115
9601,0,1,2,2,10,19,13,18,10,10,4,1,35,50,85
9608,0,0,3,0,10,4,12,10,3,5,1,2,28,19,47
9646,0,1,3,2,48,43,15,28,9,16,2,3,75,90,165
9647,0,0,3,3,14,22,9,14,14,10,0,2,40,49,89
9659,2,0,9,1,31,31,20,16,6,5,1,2,68,53,121
9660,0,0,5,0,30,13,14,7,11,10,1,1,60,30,90
8821,1,1,4,3,37,33,9,15,6,5,1,0,57,57,114
8825,1,0,8,3,16,25,14,12,11,5,2,0,50,45,95
8833,1,1,5,4,10,12,3,1,0,3,0,1,19,21,40
8846,2,1,0,8,18,29,1,6,2,1,1,0,23,45,68
10450,0,1,4,2,57,42,33,44,18,12,2,4,112,101,213
10452,1,0,5,9,22,26,11,19,8,3,4,1,47,57,104
10453,0,0,7,0,60,10,64,9,28,4,6,0,159,23,182
10455,1,0,3,2,9,7,6,5,2,1,1,1,21,15,36
10456,0,0,1,0,20,34,15,32,6,16,1,4,42,82,124
10457,0,0,4,2,22,16,12,12,2,5,0,4,40,35,75
10470,4,1,11,2,45,31,24,23,9,9,1,0,93,66,159
10479,0,0,0,0,10,14,10,6,2,0,0,1,22,20,42
10482,0,0,0,7,18,15,12,9,1,3,0,1,31,34,65
10484,2,0,2,3,20,20,5,15,6,5,1,1,35,43,78
10487,2,3,16,7,65,74,39,39,11,9,4,4,133,132,265
10489,2,0,2,3,19,27,8,13,2,2,0,0,33,45,78
10491,0,0,0,2,0,17,0,13,0,2,0,0,0,34,34
10492,0,0,1,1,4,7,8,3,1,5,0,1,14,16,30
10493,9,5,3,4,26,28,12,12,9,9,0,0,59,58,117
10496,1,0,15,0,109,0,53,0,34,0,2,0,212,0,212
10500,0,0,0,1,17,17,13,15,5,9,3,2,35,42,77
10501,2,0,2,1,37,20,14,19,14,7,2,0,69,47,116
10503,0,2,0,8,0,52,0,19,0,3,0,1,0,84,84
10505,0,0,1,3,20,46,15,11,3,2,0,0,39,62,101
10506,0,0,6,2,22,22,10,8,2,5,1,0,40,37,77
10507,0,2,0,6,0,101,0,66,0,30,0,6,0,205,205
10515,0,0,1,0,7,2,5,4,3,5,0,1,16,11,27
12077,0,0,0,0,2,6,21,29,10,2,5,1,33,37,70
24410,1,0,3,2,17,34,17,10,4,2,3,0,42,48,90
24438,1,0,2,1,16,15,5,4,3,0,0,1,27,20,47
24443,0,0,3,2,22,24,11,8,8,5,9,3,44,39,83
24648,2,0,2,3,20,25,10,9,5,4,0,0,39,41,80
24713,2,0,2,2,9,27,6,4,3,3,1,0,22,36,58
24767,1,0,3,2,37,34,13,22,6,3,0,3,60,61,121
24878,0,2,10,3,49,56,30,50,25,40,3,1,114,151,265
24892,0,0,2,0,8,5,7,4,1,3,1,0,18,12,30
24894,0,0,1,2,9,7,10,11,2,2,0,1,22,22,44
24935,0,0,3,3,9,11,4,2,3,1,0,0,19,17,36
24978,7,2,10,3,69,66,53,36,41,18,2,2,180,125,305
24995,0,0,1,0,4,4,0,3,1,0,0,1,6,7,13
25050,0,0,2,2,19,10,10,10,5,1,0,4,36,23,59
25059,1,0,5,1,24,19,11,8,5,4,3,2,46,32,78
25061,0,0,0,0,6,5,10,9,5,9,0,0,21,23,44
25070,0,0,2,1,9,7,2,12,0,2,0,0,13,22,35
25071,8,0,8,5,12,28,8,9,1,4,0,0,37,46,83
25084,1,0,3,1,11,14,4,8,4,7,1,0,23,30,53
25094,0,1,2,0,5,13,5,5,5,2,0,0,17,21,38
25136,0,0,4,1,13,16,6,11,14,8,2,3,37,36,73
25166,0,0,2,0,18,22,9,12,10,3,0,0,39,37,76
25171,1,0,1,2,21,18,7,8,1,1,1,0,31,29,60
25210,0,0,0,0,2,1,0,0,0,0,0,1,2,1,3
25218,6,1,7,2,27,20,10,9,6,0,1,0,56,32,88
25257,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
25282,2,0,5,2,29,31,14,19,10,6,0,1,60,58,118
25330,0,0,0,0,5,7,5,4,4,0,0,0,14,11,25
25389,2,0,10,4,33,38,23,35,11,9,2,2,79,86,165
25439,0,0,7,4,76,44,24,50,22,24,0,4,129,122,251
25450,0,0,0,0,6,8,8,5,3,0,0,0,17,13,30
25475,1,0,4,2,10,9,11,12,3,3,1,0,29,26,55
25523,1,1,3,3,20,17,17,15,13,6,1,4,54,42,96
25540,0,0,0,2,17,16,15,18,5,6,0,0,37,42,79
25556,0,0,4,1,16,11,13,11,5,3,3,2,38,26,64
25558,3,0,3,0,14,14,8,12,3,4,1,1,31,30,61
25571,1,0,2,0,18,14,17,10,5,5,4,0,43,29,72
25580,0,0,1,5,20,18,12,10,8,4,0,0,41,37,78
25613,1,0,4,3,17,30,11,13,3,2,0,1,36,48,84
25615,4,2,0,2,8,10,4,5,1,2,0,0,17,21,38
25676,0,0,0,1,16,30,18,20,17,9,3,3,51,60,111
25737,1,0,5,1,14,11,6,4,5,3,2,0,31,19,50
25781,0,0,3,1,36,34,14,19,7,7,0,0,60,61,121
25936,0,0,0,0,12,4,8,4,2,4,0,0,22,12,34
26381,0,1,2,3,21,25,14,6,4,1,2,0,41,36,77
31078,1,0,4,0,20,32,6,14,1,1,0,0,32,47,79
31080,1,0,4,3,15,13,3,10,4,8,0,0,27,34,61
31327,0,0,4,2,45,79,46,25,3,1,1,4,98,107,205
31388,1,1,4,3,20,28,24,26,22,19,2,1,71,77,148
31421,0,0,0,0,5,10,2,4,0,1,0,1,7,15,22
10516,0,0,6,1,9,15,10,5,5,5,2,0,30,26,56
10520,0,0,3,2,9,10,5,1,9,5,1,0,26,18,44
24652,1,0,5,1,31,20,14,16,9,11,2,3,60,48,108
10526,1,0,8,4,37,22,21,13,7,8,2,0,74,47,121
10540,1,0,3,1,8,9,6,9,4,1,2,1,22,20,42
25454,1,0,0,0,9,13,2,2,2,1,0,0,14,16,30
10399,4,0,7,7,80,68,34,46,25,28,16,8,150,149,299
10405,0,2,2,0,16,19,15,27,6,13,1,2,39,61,100
10408,0,0,8,4,38,18,24,17,19,9,5,3,89,48,137
24733,1,0,4,0,31,50,18,22,8,13,1,2,62,85,147
24945,2,0,8,10,47,56,22,31,18,20,5,4,97,117,214
25032,0,0,7,4,25,31,25,33,16,15,5,5,73,83,156
25121,2,1,4,4,30,24,17,15,3,5,0,1,56,49,105
25592,0,0,2,0,3,4,3,2,4,1,3,1,12,7,19
25855,0,0,5,6,48,55,17,27,5,16,0,5,75,104,179
25916,1,0,4,4,15,19,6,8,2,3,1,0,28,34,62
31068,0,0,2,0,16,9,10,11,0,7,0,1,28,27,55
31071,1,0,1,1,32,45,17,16,8,4,1,0,59,66,125
10377,0,0,0,0,6,4,11,7,5,3,0,0,22,14,36
10419,0,1,13,7,46,42,32,31,31,27,5,1,122,108,230
25132,1,0,1,1,16,18,8,16,5,8,0,1,31,43,74
25926,1,0,6,1,26,20,11,20,7,8,1,0,51,49,100
26035,0,0,3,4,20,26,5,14,3,5,0,0,31,49,80
26135,0,2,5,6,31,29,17,19,4,9,0,0,57,65,122
26157,2,1,2,1,11,13,8,6,0,2,0,0,23,23,46
26379,0,0,5,1,16,21,7,12,6,1,3,0,34,35,69
31064,1,0,3,4,23,18,16,14,10,12,8,3,53,48,101
10432,0,0,2,1,28,12,7,7,5,8,1,1,42,28,70
10433,1,0,0,1,15,9,7,11,6,3,0,0,29,24,53
26503,0,0,1,0,7,8,6,3,2,2,0,0,16,13,29
10541,4,0,15,8,94,72,59,80,27,29,6,0,199,189,388
10542,1,0,2,2,33,19,4,10,11,11,0,2,51,42,93
10543,1,0,3,4,15,25,20,19,2,10,1,2,41,58,99
10544,3,0,4,3,25,62,16,34,15,34,4,5,63,133,196
10545,1,0,2,1,37,12,51,3,11,1,3,1,102,17,119
10551,1,0,0,1,8,5,6,4,6,6,2,2,21,16,37
10588,0,0,0,1,7,4,6,4,2,2,0,1,15,11,26
10592,0,0,2,1,13,9,7,8,12,8,0,3,34,26,60
10594,0,0,1,0,9,6,6,6,5,1,0,0,21,13,34
10600,0,1,4,1,14,27,5,8,3,5,0,1,26,42,68
10606,0,0,0,0,9,9,10,5,4,3,0,0,23,17,40
10607,0,0,0,2,14,18,7,7,5,3,1,2,26,30,56
10608,1,1,7,4,36,52,24,25,8,6,1,4,76,88,164
10610,0,3,0,4,0,35,0,22,0,4,0,0,0,68,68
10611,1,0,4,4,24,34,11,17,2,3,0,1,42,58,100
10618,0,1,8,6,38,49,45,35,7,7,5,3,98,98,196
10628,0,0,0,0,10,8,5,4,3,1,0,1,18,13,31
11931,0,0,0,5,6,7,5,8,6,2,1,0,17,22,39
12111,0,0,1,0,9,10,12,6,4,3,0,1,26,19,45
12775,3,1,2,5,18,21,4,8,2,3,0,1,29,38,67
16783,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
16886,1,0,3,2,15,22,11,5,5,3,0,2,35,32,67
24444,0,0,4,2,32,11,20,16,20,8,5,4,76,37,113
24686,0,0,2,1,33,37,20,30,19,18,1,5,74,86,160
25347,1,1,1,1,16,18,5,13,5,2,0,0,28,35,63
25418,1,0,6,4,22,16,14,18,18,17,0,3,61,55,116
25557,0,0,1,1,13,11,3,5,5,4,0,0,22,21,43
25695,1,0,4,4,18,28,3,9,2,2,0,0,28,43,71
25714,1,0,0,0,13,20,15,8,2,2,0,1,31,30,61
25865,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4
25882,0,0,2,0,20,19,10,15,13,4,1,0,45,38,83
25954,0,0,0,0,1,1,7,9,2,2,1,0,10,12,22
25960,2,0,5,1,20,15,10,16,7,4,1,0,44,36,80
26017,1,0,1,0,10,6,4,5,1,2,0,0,17,13,30
26150,0,0,0,0,8,8,10,7,1,0,0,0,19,15,34
26367,0,0,0,0,10,20,21,21,1,0,2,0,32,41,73
26454,0,0,4,2,18,22,10,10,9,5,0,2,41,39,80
26466,2,1,4,2,48,32,17,32,9,6,0,2,80,73,153
31278,0,0,3,2,20,16,14,13,6,6,1,1,43,37,80
31293,2,1,1,5,15,28,8,10,3,5,0,1,29,49,78
31379,1,0,0,0,13,12,7,4,2,0,0,0,23,16,39
31495,0,0,2,0,15,11,1,7,4,2,0,3,22,20,42
10638,1,1,14,12,69,70,34,42,26,26,2,5,144,151,295
10641,1,0,2,3,10,15,9,15,3,2,0,0,25,35,60
10642,0,1,1,1,19,10,15,9,8,4,3,1,43,25,68
10645,1,0,3,3,9,10,3,7,4,4,0,0,20,24,44
10658,2,1,12,7,82,66,45,46,24,24,3,2,165,144,309
10662,0,0,0,2,11,10,2,2,1,2,0,0,14,16,30
25591,1,0,3,3,49,34,42,37,16,10,6,3,111,84,195
26117,0,0,3,1,17,12,7,5,4,11,1,3,31,29,60
26269,0,0,4,2,20,24,8,13,7,5,0,0,39,44,83
26482,0,0,1,0,1,6,2,2,1,2,0,0,5,10,15
10686,0,0,1,0,16,17,6,8,7,3,1,0,30,28,58
16830,0,0,0,0,13,13,6,11,0,0,1,0,19,24,43
26383,0,0,1,0,16,9,8,11,2,6,0,1,27,26,53
10663,1,3,6,10,37,36,19,32,19,14,1,0,82,95,177
10666,1,0,1,2,18,21,10,10,11,5,3,1,41,38,79
10667,1,0,0,0,11,22,9,17,8,2,2,3,29,41,70
10669,0,0,2,0,10,5,8,4,3,2,1,0,23,11,34
10683,0,0,2,0,8,0,2,2,5,0,0,0,17,2,19
10685,1,0,2,3,16,30,6,15,8,8,1,2,33,56,89
25371,2,0,7,4,47,38,23,28,8,16,4,2,87,86,173
25711,0,0,1,1,11,5,6,7,7,9,5,3,25,22,47
26006,0,0,0,0,5,11,3,8,1,4,1,0,9,23,32
26012,0,0,5,1,25,21,21,17,12,14,0,0,63,53,116
26094,0,0,1,0,17,12,5,4,1,4,0,1,24,20,44
31260,0,0,3,0,9,12,7,6,1,0,0,0,20,18,38
31264,0,0,2,1,9,10,2,3,2,1,0,1,15,15,30
10780,2,1,10,11,65,72,49,36,39,26,11,7,165,146,311
10781,0,0,12,1,78,14,43,5,38,3,4,0,171,23,194
10783,0,0,4,3,16,22,12,12,4,3,4,2,36,40,76
10792,0,1,3,1,15,3,9,2,13,4,2,3,40,11,51
10828,2,1,4,1,24,33,14,7,3,1,1,0,47,43,90
10829,0,0,0,1,0,20,0,12,0,7,0,0,0,40,40
10830,0,2,0,14,0,73,0,39,0,26,0,7,0,154,154
10831,1,1,5,5,24,40,12,19,9,6,0,0,51,71,122
10832,1,0,6,6,83,84,64,51,34,33,3,9,188,174,362
10833,1,1,0,1,17,23,14,14,5,7,0,1,37,46,83
24675,1,0,2,1,6,9,7,6,7,1,0,0,23,17,40
24913,0,0,0,1,0,13,0,8,0,2,0,1,0,24,24
25012,0,1,4,3,35,28,21,19,10,7,0,2,70,58,128
25038,0,0,1,0,8,6,11,3,3,4,0,2,23,13,36
25095,0,0,2,0,8,6,5,1,3,1,1,1,18,8,26
25447,0,0,2,0,10,7,3,2,0,3,1,1,15,12,27
25692,1,0,2,1,13,6,1,2,0,0,0,0,17,9,26
25814,0,0,0,0,5,1,3,0,6,1,0,0,14,2,16
26213,0,0,3,0,9,2,7,6,5,4,1,0,24,12,36
10873,0,1,0,2,18,6,7,9,9,6,1,1,34,24,58
10845,2,0,5,3,58,33,30,36,16,18,6,4,111,90,201
10851,1,0,2,1,10,18,6,6,6,3,1,1,25,28,53
20348,1,0,3,0,15,23,3,16,7,2,1,1,29,41,70
24759,0,0,0,0,7,6,2,5,1,7,1,0,10,18,28
25526,0,2,2,1,17,16,12,15,2,4,0,0,33,38,71
11883,0,1,7,1,42,17,33,16,27,19,1,1,109,54,163
10854,0,0,7,1,27,19,15,17,16,9,0,1,65,46,111
10696,3,1,3,5,23,31,14,13,7,6,1,0,50,56,106
10697,0,0,15,3,61,36,39,32,31,21,5,8,146,92,238
10710,0,0,3,3,16,22,15,10,3,3,0,2,37,38,75
10711,2,1,10,7,57,59,34,49,16,21,6,4,119,137,256
10713,0,0,1,1,19,21,12,10,12,1,0,0,44,33,77
10715,0,0,0,0,3,11,6,1,3,0,0,0,12,12,24
10717,0,0,0,2,0,34,0,28,0,22,0,0,0,86,86
10721,1,0,3,3,30,23,24,27,8,13,1,3,66,66,132
10723,1,0,0,1,8,9,2,7,0,2,0,0,11,19,30
11867,0,0,1,1,7,16,2,9,3,5,2,1,13,31,44
16807,0,0,3,1,10,4,2,11,2,6,0,0,17,22,39
24446,1,0,8,1,50,2,29,10,27,4,1,2,115,17,132
25442,0,0,0,0,13,20,7,13,10,1,0,1,30,34,64
25795,1,0,4,3,13,21,7,15,4,5,0,1,29,44,73
25843,0,0,3,1,16,22,10,7,6,0,1,0,35,30,65
25919,2,0,2,1,6,8,4,7,2,2,0,0,16,18,34
31294,1,0,4,0,34,24,21,26,6,9,0,1,66,59,125
10735,1,1,0,1,13,12,10,3,8,3,1,0,32,20,52
10744,0,0,0,2,0,11,0,7,0,4,0,0,0,24,24
24963,0,0,1,1,8,8,8,2,7,1,2,0,24,12,36
31066,0,1,1,0,4,6,3,6,1,1,1,1,9,14,23
10725,1,0,4,4,25,11,22,12,29,9,3,1,81,36,117
10726,1,1,5,0,14,17,17,11,7,4,1,4,44,33,77
10727,0,0,2,2,7,10,4,8,3,6,0,0,16,26,42
10734,0,0,2,0,24,12,20,28,10,10,2,2,56,50,106
31052,1,0,1,1,8,10,5,9,1,1,0,1,16,21,37
31253,0,0,2,1,5,7,3,5,7,4,1,0,17,17,34
10749,0,0,3,0,27,20,8,10,7,13,1,3,45,43,88
10757,1,0,1,2,9,21,8,11,10,8,0,1,29,42,71
10773,6,2,10,7,60,34,35,28,24,21,3,3,135,92,227
25048,0,0,2,1,15,32,13,8,0,0,0,0,30,41,71
25238,0,0,0,2,13,24,6,11,3,7,0,0,22,44,66
25352,1,1,7,3,35,42,20,37,24,24,1,2,87,107,194
25543,0,0,0,1,4,0,4,2,2,0,2,0,10,3,13
26092,1,0,2,1,10,20,10,14,4,3,0,1,27,38,65
26254,0,1,3,2,8,10,4,7,2,2,0,0,17,22,39
10746,1,0,3,0,9,13,15,7,6,0,1,2,34,20,54
10751,1,0,2,1,13,9,9,3,3,3,0,0,28,16,44
10772,2,1,4,1,18,25,8,13,6,3,1,1,38,43,81
11851,1,1,2,2,23,22,18,13,3,7,2,1,47,45,92
24496,0,0,1,0,12,12,20,14,11,10,0,0,44,36,80
25026,0,0,3,0,24,22,14,17,12,6,3,2,53,45,98
25448,2,0,4,4,46,28,25,29,9,14,1,0,86,75,161
25944,0,0,1,0,3,8,1,5,0,2,0,0,5,15,20
25984,1,1,1,0,5,6,3,5,1,1,0,1,11,13,24
26378,1,0,0,1,8,10,7,7,1,1,0,0,17,19,36
26416,0,1,2,1,23,11,22,7,9,1,1,0,56,21,77
26524,0,0,2,1,16,35,11,11,6,7,0,2,35,54,89
31509,0,0,1,0,11,2,12,10,4,2,1,0,28,14,42
6751,3,1,11,2,62,43,24,34,11,16,1,2,111,96,207
6752,0,2,7,5,22,44,15,47,10,34,0,8,54,132,186
6753,0,0,1,2,20,19,15,23,6,5,3,1,42,49,91
6754,0,0,8,1,41,48,22,26,14,12,2,0,85,87,172
6755,0,0,5,0,57,1,38,3,30,1,4,0,130,5,135
6757,0,0,0,0,5,4,1,1,0,1,1,0,6,6,12
6770,1,0,0,0,9,8,6,2,4,1,0,0,20,11,31
6826,0,0,0,0,9,23,1,0,0,0,0,0,10,23,33
6828,0,0,1,0,4,10,3,2,1,0,0,1,9,12,21
6829,1,0,5,0,41,0,12,0,1,0,1,0,60,0,60
6830,0,0,0,4,0,39,0,22,0,5,0,4,0,70,70
6832,0,0,0,4,0,19,0,6,0,2,0,1,0,31,31
6835,1,0,0,2,16,16,9,15,6,7,0,2,32,40,72
6836,0,0,4,0,9,8,1,3,1,2,1,0,15,13,28
12185,0,0,1,0,3,3,3,3,0,1,1,0,7,7,14
22014,0,0,2,0,8,7,5,0,6,7,0,0,21,14,35
22160,0,1,1,0,8,9,2,6,1,2,1,1,12,18,30
22351,0,0,2,1,15,30,10,14,2,3,0,1,29,48,77
22374,1,0,2,0,6,6,3,2,3,0,0,0,15,8,23
22398,0,0,0,0,6,5,2,1,1,0,1,0,9,6,15
22415,0,0,0,0,5,5,4,1,5,1,1,0,14,7,21
22459,0,0,2,0,12,4,3,6,2,0,1,0,19,10,29
22496,1,0,0,0,2,1,2,0,1,1,0,1,6,2,8
22516,0,0,5,3,22,26,22,12,6,7,1,1,55,48,103
22540,0,0,5,0,25,39,15,16,14,9,1,2,59,64,123
22629,1,0,2,1,6,6,4,10,1,2,0,1,14,19,33
22634,0,0,2,1,16,17,6,2,3,3,0,0,27,23,50
22759,0,0,1,0,8,4,5,2,1,2,0,1,15,8,23
31010,0,0,2,3,34,45,3,4,1,0,0,0,40,52,92
31012,10,11,1,1,0,0,0,0,0,0,0,0,11,12,23
7015,0,0,2,3,12,9,9,9,10,4,1,0,33,25,58
6897,0,0,1,1,28,18,19,18,7,15,0,0,55,52,107
6899,0,0,1,0,10,4,13,2,4,2,4,0,28,8,36
6922,0,0,0,0,3,7,2,10,1,11,0,1,6,28,34
6925,0,0,0,0,5,8,5,6,2,5,0,3,12,19,31
22462,0,0,2,0,8,8,6,4,6,4,0,1,22,16,38
6929,0,0,7,2,41,37,22,23,19,17,3,2,89,79,168
22097,0,0,3,2,12,10,6,3,3,1,0,1,24,16,40
7031,0,0,2,0,5,13,2,7,3,7,0,2,12,27,39
7044,0,1,2,0,8,29,5,7,3,10,1,0,18,47,65
6846,0,0,3,2,24,18,6,14,10,11,1,2,43,45,88
6853,0,0,0,1,6,7,5,2,2,1,0,0,13,11,24
6895,0,0,0,1,17,14,14,14,19,11,2,1,50,40,90
6896,0,0,2,1,28,28,14,7,3,7,0,0,47,43,90
22218,0,0,0,0,3,5,3,4,3,2,0,0,9,11,20
31002,0,0,0,0,9,0,9,0,8,0,2,0,26,0,26
7200,2,0,3,0,60,64,27,31,21,27,1,10,113,122,235
22024,0,0,1,0,20,2,7,8,6,6,2,2,34,16,50
22313,0,2,1,0,5,3,2,5,3,0,1,0,11,10,21
22317,0,0,1,0,7,2,4,4,2,7,1,0,14,13,27
7049,0,0,0,0,18,10,13,14,10,9,2,0,41,33,74
7085,0,0,0,0,2,3,2,2,2,1,0,1,6,6,12
7102,0,1,1,3,23,25,10,19,9,13,1,0,43,61,104
16843,2,0,8,1,45,49,32,35,17,26,1,1,104,111,215
16844,0,0,3,0,40,7,22,1,18,5,0,0,83,13,96
22483,0,0,1,1,32,40,13,26,10,14,1,3,56,81,137
